failure_event_id,asset_id,location_id,event_time,failure_mode,suspected_cause,weather_context,downtime_hours,linked_work_order_id
FE0000245,AST000854,LOC0021,2025-12-21 03:12:24,Trip event,Wear & Tear,Rain,6.4,WO0001967
FE0000246,AST000511,LOC0019,2025-10-12 21:34:25,Propulsion fault,Debris,Heat Wave,3.34,WO0000156
FE0000247,AST000397,LOC0001,2023-08-20 19:40:59,Trip event,Unknown,Rain,17.09,WO0008819
FE0000248,AST000762,LOC0008,2023-02-08 17:41:49,Handrail failure,Debris,High Humidity,9.58,
FE0000249,AST000077,LOC0019,2025-12-05 12:09:01,Relay failure,Water Ingress,Snow,2.54,
FE0000250,AST000205,LOC0015,2023-10-04 17:12:16,Control failure,Water Ingress,Clear,3.43,WO0005444
FE0000251,AST000684,LOC0022,2025-09-25 18:28:32,Door fault,Wear & Tear,Clear,5.21,WO0003846
FE0000252,AST000499,LOC0017,2023-07-08 00:56:34,Relay failure,Debris,Clear,8.96,
FE0000253,AST000220,LOC0007,2024-06-09 04:09:50,Sensor fault,Design Limitation,Rain,6.04,WO0007293
FE0000254,AST001135,LOC0018,2023-10-23 11:48:57,Track circuit failure,Power Quality,Clear,15.55,WO0008544
FE0000255,AST001197,LOC0010,2023-10-22 20:28:31,HVAC failure,Wear & Tear,Clear,5.01,
FE0000256,AST000483,LOC0008,2025-03-25 13:34:55,Alignment issue,Unknown,Snow,7.39,WO0002203
FE0000257,AST000855,LOC0003,2024-05-03 10:34:34,Communication loss,Vandalism,Clear,6.39,WO0004125
FE0000258,AST000984,LOC0013,2023-05-27 09:01:43,Bond wire issue,Debris,Clear,2.42,
FE0000259,AST000306,LOC0012,2023-08-01 12:55:37,Motor issue,Improper Adjustment,Clear,4.27,WO0005276
FE0000260,AST000280,LOC0007,2024-05-13 19:54:48,HVAC failure,Wear & Tear,High Humidity,2.5,WO0001496
FE0000261,AST000786,LOC0004,2025-02-04 09:45:57,Overheating,Improper Adjustment,Rain,18.31,WO0000992
FE0000262,AST000449,LOC0019,2025-01-16 19:59:32,Insulation breakdown,Wear & Tear,Clear,13.44,WO0006040
FE0000263,AST000369,LOC0006,2025-10-18 07:45:11,Sensor fault,Design Limitation,Snow,11.76,WO0000037
FE0000264,AST000922,LOC0005,2023-08-01 05:56:03,Communication loss,Vandalism,Clear,15.21,WO0001203
FE0000265,AST001038,LOC0019,2025-09-13 05:44:58,Overheating,Improper Adjustment,Clear,6.37,
FE0000266,AST000083,LOC0009,2025-11-05 13:19:32,HVAC failure,Water Ingress,Clear,3.94,WO0008384
FE0000267,AST000480,LOC0007,2025-03-29 22:54:40,Heater failure,Wear & Tear,High Humidity,4.62,WO0006753
FE0000268,AST001022,LOC0011,2024-09-15 10:08:12,Trip event,Wear & Tear,Clear,3.7,WO0004872
FE0000269,AST000885,LOC0008,2025-01-27 00:04:33,Relay failure,Wear & Tear,Rain,17.11,
FE0000270,AST001138,LOC0022,2023-11-10 15:27:03,Motor issue,Vandalism,Rain,2.63,
FE0000271,AST000684,LOC0022,2025-04-19 11:26:37,Control board fault,Wear & Tear,Clear,16.5,WO0003846
FE0000272,AST000935,LOC0002,2023-08-13 02:31:23,Heater failure,Power Quality,Clear,1.58,WO0000237
FE0000273,AST000289,LOC0025,2024-01-01 02:35:54,Alignment issue,Wear & Tear,Rain,6.82,WO0000501
FE0000274,AST000179,LOC0006,2024-12-11 19:46:38,Propulsion fault,Wear & Tear,High Humidity,3.86,WO0008977
FE0000275,AST000115,LOC0012,2024-11-03 23:39:55,Communication loss,Vandalism,Clear,3.0,WO0005455
FE0000276,AST001066,LOC0004,2023-08-28 15:45:52,Communication loss,Water Ingress,Clear,8.77,WO0006903
FE0000277,AST000824,LOC0001,2024-11-04 11:08:42,Interlocking fault,Power Quality,Clear,6.13,WO0008127
FE0000278,AST000494,LOC0005,2025-03-19 03:21:26,Water intrusion,Wear & Tear,Rain,9.69,WO0005113
FE0000279,AST000902,LOC0004,2023-08-29 04:17:27,Handrail failure,Water Ingress,Heat Wave,6.81,WO0007541
FE0000280,AST001042,LOC0019,2025-08-30 19:21:00,Short circuit,Design Limitation,Rain,12.45,WO0008966
FE0000281,AST000852,LOC0023,2023-12-23 17:08:19,Insulation fault,Wear & Tear,Clear,5.62,WO0006675
FE0000282,AST000040,LOC0024,2024-02-18 08:41:29,Sensor fault,Debris,Clear,9.74,WO0003693
FE0000283,AST000345,LOC0024,2024-05-07 19:41:36,Track circuit failure,Unknown,Clear,1.86,WO0004634
FE0000284,AST000098,LOC0021,2024-01-30 00:10:48,Brake issue,Wear & Tear,Clear,7.4,WO0001346
FE0000285,AST000884,LOC0013,2023-10-27 12:49:32,Relay failure,Wear & Tear,Clear,1.81,
FE0000286,AST001103,LOC0013,2025-06-11 23:28:57,Brake issue,Water Ingress,Rain,11.41,WO0005870
FE0000287,AST000580,LOC0011,2024-06-27 05:42:06,Insulation breakdown,Water Ingress,Clear,4.06,WO0005843
FE0000288,AST000709,LOC0018,2024-10-01 15:18:32,Overheating,Water Ingress,Rain,0.42,WO0005254
FE0000289,AST000899,LOC0006,2025-08-29 02:47:22,Motor failure,Debris,Clear,7.76,
FE0000290,AST000002,LOC0013,2025-06-21 05:44:31,Step chain issue,Wear & Tear,Rain,12.98,
FE0000291,AST000459,LOC0014,2025-05-31 19:52:59,Insulation breakdown,Wear & Tear,Snow,5.6,WO0004041
FE0000292,AST000151,LOC0009,2024-02-19 15:25:56,Communication loss,Wear & Tear,Clear,4.53,
FE0000293,AST000649,LOC0024,2023-11-01 09:01:10,Step chain issue,Vandalism,Clear,17.09,WO0001613
FE0000294,AST000149,LOC0005,2023-09-03 09:33:28,Power loss,Design Limitation,Rain,2.47,WO0002559
FE0000295,AST001131,LOC0003,2025-07-24 00:49:16,Sensor fault,Wear & Tear,Rain,15.35,WO0001734
FE0000296,AST000636,LOC0002,2024-05-15 13:50:38,Control board fault,Design Limitation,Heat Wave,12.53,WO0002287
FE0000297,AST001084,LOC0007,2023-04-27 21:10:19,Communication loss,Power Quality,Clear,14.15,
FE0000298,AST000671,LOC0001,2025-02-07 01:41:13,Propulsion fault,Wear & Tear,Rain,2.59,WO0003960
FE0000299,AST000993,LOC0020,2024-12-11 05:45:43,Propulsion fault,Wear & Tear,Clear,1.77,WO0001344
FE0000300,AST000183,LOC0004,2024-12-12 01:26:02,Insulation breakdown,Power Quality,Clear,8.18,
FE0000301,AST000335,LOC0007,2023-11-24 13:51:40,Interlocking fault,Power Quality,High Humidity,13.84,
FE0000302,AST000045,LOC0016,2023-08-26 17:56:14,Door fault,Improper Adjustment,Clear,9.42,WO0008079
FE0000303,AST001197,LOC0010,2025-12-07 04:15:19,Door fault,Water Ingress,Clear,9.7,WO0002442
FE0000304,AST000045,LOC0016,2025-03-11 08:51:48,Sensor fault,Water Ingress,Clear,6.56,WO0007062
FE0000305,AST000005,LOC0011,2024-04-10 16:37:14,Brake issue,Water Ingress,Rain,20.68,WO0001228
FE0000306,AST000616,LOC0021,2023-03-19 20:21:07,Vibration high,Improper Adjustment,Clear,6.65,
FE0000307,AST001116,LOC0021,2023-09-20 22:23:03,Power loss,Water Ingress,Clear,3.0,
FE0000308,AST000801,LOC0014,2025-07-25 05:34:47,Trip event,Wear & Tear,Heat Wave,9.88,WO0007615
FE0000309,AST000188,LOC0023,2025-04-19 02:40:36,Insulation breakdown,Wear & Tear,Rain,15.59,
FE0000310,AST000508,LOC0007,2023-09-19 17:31:14,Track circuit failure,Wear & Tear,Clear,6.66,WO0001501
FE0000311,AST000486,LOC0005,2024-10-19 02:29:32,Propulsion fault,Wear & Tear,Clear,30.38,WO0007153
FE0000312,AST001081,LOC0018,2023-03-03 15:26:19,Brake issue,Wear & Tear,High Humidity,5.03,WO0002637
FE0000313,AST000496,LOC0014,2023-05-26 15:09:46,Communication loss,Water Ingress,High Humidity,5.27,
FE0000314,AST000283,LOC0003,2025-10-21 14:52:45,HVAC failure,Improper Adjustment,Heat Wave,8.19,WO0000317
FE0000315,AST000345,LOC0024,2023-04-22 20:10:29,Communication loss,Water Ingress,Rain,5.55,WO0004634
FE0000316,AST001024,LOC0008,2025-06-02 22:48:35,Propulsion fault,Water Ingress,Rain,7.13,WO0006822
FE0000317,AST000672,LOC0004,2023-09-21 00:17:22,Heater failure,Wear & Tear,Snow,7.25,WO0001450
FE0000318,AST000083,LOC0009,2024-04-16 10:56:12,Brake issue,Water Ingress,Clear,4.02,WO0002082
FE0000319,AST000889,LOC0004,2023-06-02 10:46:41,Water intrusion,Water Ingress,Rain,2.31,WO0002915
FE0000320,AST001115,LOC0022,2025-02-24 12:30:56,Control failure,Vandalism,Clear,10.22,WO0008470
FE0000321,AST001102,LOC0020,2023-10-05 04:09:49,Bond wire issue,Power Quality,High Humidity,9.85,WO0005797
FE0000322,AST000348,LOC0023,2025-02-26 08:20:27,Overheating,Vandalism,Clear,3.03,WO0007794
FE0000323,AST000354,LOC0018,2025-10-24 13:58:16,Insulation fault,Power Quality,Snow,4.9,WO0000417
FE0000324,AST000651,LOC0017,2024-11-12 23:01:52,Control failure,Wear & Tear,Clear,2.25,WO0004027
FE0000325,AST000325,LOC0010,2024-08-04 22:13:56,Vibration high,Wear & Tear,Rain,2.29,
FE0000326,AST000850,LOC0008,2024-02-03 01:02:42,Hydraulic leak,Wear & Tear,Clear,17.0,WO0008160
FE0000327,AST000946,LOC0021,2024-11-30 00:58:40,Communication loss,Power Quality,Clear,7.63,WO0005969
FE0000328,AST001009,LOC0019,2023-12-20 08:03:20,Door fault,Wear & Tear,Heat Wave,12.79,WO0002912
FE0000329,AST000836,LOC0006,2023-05-30 09:11:04,Sensor fault,Water Ingress,Clear,5.8,
FE0000330,AST001025,LOC0016,2025-06-24 01:16:56,Interlocking fault,Power Quality,Clear,5.6,WO0001183
FE0000331,AST000998,LOC0004,2025-02-15 16:42:37,Bond wire issue,Water Ingress,Clear,5.51,WO0005782
FE0000332,AST000205,LOC0015,2024-01-07 10:57:12,Insulation fault,Water Ingress,Clear,2.91,WO0007954
FE0000333,AST001007,LOC0004,2023-08-31 17:36:42,Hydraulic leak,Water Ingress,Clear,9.5,
FE0000334,AST000485,LOC0025,2025-12-25 17:05:02,Door fault,Water Ingress,Rain,3.09,WO0003169
FE0000335,AST000184,LOC0016,2025-07-26 19:15:03,Obstruction,Water Ingress,Snow,4.32,WO0002155
FE0000336,AST000879,LOC0023,2025-07-25 05:48:23,Brake issue,Unknown,Clear,3.83,WO0004480
FE0000337,AST000814,LOC0019,2023-10-11 10:45:26,Brake issue,Water Ingress,Clear,17.09,WO0002190
FE0000338,AST000997,LOC0001,2023-12-05 08:45:54,Water intrusion,Design Limitation,Rain,9.92,
FE0000339,AST000117,LOC0006,2023-05-22 23:29:36,Interlocking fault,Water Ingress,Rain,4.02,
FE0000340,AST001112,LOC0007,2024-04-07 07:27:47,Handrail failure,Wear & Tear,Rain,18.28,WO0006439
FE0000341,AST000292,LOC0014,2023-01-04 17:03:18,Track circuit failure,Wear & Tear,Clear,4.77,
FE0000342,AST000103,LOC0008,2023-07-24 00:17:10,Water intrusion,Wear & Tear,Heat Wave,2.39,WO0004551
FE0000343,AST000634,LOC0016,2025-09-18 16:28:58,Water intrusion,Design Limitation,Rain,0.76,WO0008479
FE0000344,AST000510,LOC0024,2024-09-02 12:49:17,Alignment issue,Debris,Clear,6.73,
FE0000345,AST000344,LOC0025,2025-01-08 14:00:07,Sensor fault,Water Ingress,Rain,12.08,
FE0000346,AST001093,LOC0006,2023-10-10 10:34:03,Control failure,Wear & Tear,Rain,12.64,WO0007706
FE0000347,AST000034,LOC0008,2025-11-18 04:57:34,Motor failure,Wear & Tear,Rain,10.19,WO0001551
FE0000348,AST001013,LOC0022,2025-02-23 11:48:27,Insulation breakdown,Debris,Clear,31.48,WO0000696
FE0000349,AST000121,LOC0017,2023-10-19 18:59:37,Heater failure,Water Ingress,Rain,3.77,WO0004063
FE0000350,AST000992,LOC0012,2024-12-22 05:15:14,Propulsion fault,Vandalism,Rain,4.73,WO0008121
FE0000351,AST000301,LOC0011,2025-10-18 09:23:51,Bearing failure,Vandalism,Clear,8.04,
FE0000352,AST000271,LOC0001,2023-09-24 03:58:22,Water intrusion,Wear & Tear,Rain,5.97,WO0006449
FE0000353,AST000454,LOC0019,2025-02-20 23:47:54,Water intrusion,Design Limitation,Clear,9.57,
FE0000354,AST000583,LOC0005,2024-01-11 13:18:37,Short circuit,Improper Adjustment,Heat Wave,13.58,WO0008888
FE0000355,AST000227,LOC0014,2025-12-03 13:05:39,Relay failure,Vandalism,Rain,1.95,
FE0000356,AST001120,LOC0017,2023-04-11 08:56:40,HVAC failure,Power Quality,Clear,5.32,WO0008719
FE0000357,AST000368,LOC0013,2025-02-02 07:23:23,Motor issue,Unknown,Clear,2.95,WO0000306
FE0000358,AST000229,LOC0018,2025-01-28 02:59:28,Power loss,Improper Adjustment,High Humidity,2.01,WO0003264
FE0000359,AST000991,LOC0017,2024-05-30 09:56:37,Brake issue,Wear & Tear,Clear,6.79,WO0004936
FE0000360,AST000348,LOC0023,2024-05-28 21:21:17,Control failure,Water Ingress,Clear,4.63,WO0000811
FE0000361,AST001102,LOC0020,2024-04-14 08:09:49,Insulation breakdown,Water Ingress,Clear,5.53,WO0007035
FE0000362,AST001012,LOC0013,2025-01-23 23:16:14,Motor issue,Unknown,High Humidity,6.69,WO0001861
FE0000363,AST000417,LOC0014,2025-04-21 12:14:47,Sensor fault,Debris,Clear,10.37,WO0007476
FE0000364,AST001011,LOC0020,2025-04-05 17:47:16,Communication loss,Debris,Clear,8.38,WO0006406
FE0000365,AST000552,LOC0009,2025-07-17 04:36:21,Bearing failure,Water Ingress,Clear,14.61,WO0007572
FE0000366,AST000269,LOC0016,2023-07-08 05:36:36,Sensor fault,Wear & Tear,Rain,24.03,
FE0000367,AST000255,LOC0004,2025-02-25 11:20:43,Alignment issue,Water Ingress,Clear,4.72,WO0004482
FE0000368,AST000404,LOC0002,2024-05-07 18:13:34,Water intrusion,Wear & Tear,Rain,20.23,WO0001131
FE0000369,AST001051,LOC0016,2025-02-25 04:40:52,Insulation breakdown,Water Ingress,Clear,6.57,
FE0000370,AST000865,LOC0008,2023-11-12 21:31:16,Sensor fault,Water Ingress,Clear,10.89,WO0001233
FE0000371,AST000787,LOC0022,2023-03-27 22:10:42,Vibration high,Wear & Tear,Clear,2.2,
FE0000372,AST000575,LOC0020,2023-10-25 14:55:05,Bearing failure,Water Ingress,Clear,4.91,WO0005538
FE0000373,AST000963,LOC0005,2025-08-02 00:35:40,Communication loss,Design Limitation,Clear,13.62,WO0003639
FE0000374,AST000434,LOC0009,2023-11-29 08:43:11,Track circuit failure,Vandalism,Rain,8.44,WO0003322
FE0000375,AST000208,LOC0013,2024-12-30 08:53:29,Door fault,Power Quality,Clear,15.78,WO0000261
FE0000376,AST000090,LOC0024,2025-12-04 04:49:50,Power loss,Wear & Tear,Clear,8.56,
FE0000377,AST001065,LOC0018,2024-04-25 06:11:01,Brake issue,Water Ingress,Clear,2.48,
FE0000378,AST000008,LOC0016,2023-10-25 02:39:18,Propulsion fault,Vandalism,Clear,10.45,
FE0000379,AST001186,LOC0009,2024-04-17 21:16:48,Obstruction,Vandalism,Clear,8.74,WO0007756
FE0000380,AST001200,LOC0009,2025-12-12 07:33:12,Door fault,Power Quality,Clear,3.97,
FE0000381,AST000300,LOC0001,2024-08-25 13:16:11,HVAC failure,Water Ingress,Clear,2.33,WO0006832
FE0000382,AST001036,LOC0022,2024-09-28 07:24:43,Power loss,Wear & Tear,Clear,3.86,WO0002851
FE0000383,AST000540,LOC0002,2023-05-09 19:59:11,Motor issue,Water Ingress,Clear,3.75,WO0006061
FE0000384,AST001101,LOC0022,2025-05-06 22:11:28,Brake issue,Wear & Tear,Clear,21.44,
FE0000385,AST000473,LOC0004,2023-02-24 02:53:49,Heater failure,Debris,Rain,12.67,WO0002664
FE0000386,AST000636,LOC0002,2023-07-10 23:11:27,Hydraulic leak,Wear & Tear,Snow,9.79,WO0002287
FE0000387,AST000896,LOC0017,2023-04-15 11:26:26,Motor issue,Design Limitation,Rain,5.21,WO0000133
FE0000388,AST000754,LOC0006,2025-03-20 04:26:58,Communication loss,Wear & Tear,Clear,4.95,WO0005631
FE0000389,AST000253,LOC0002,2023-09-07 11:56:48,HVAC failure,Water Ingress,Rain,14.53,WO0002616
FE0000390,AST000488,LOC0021,2025-03-25 04:03:48,Water intrusion,Wear & Tear,Clear,4.4,WO0000814
FE0000391,AST000585,LOC0025,2024-04-05 12:43:24,Insulation fault,Water Ingress,Clear,7.2,WO0001282
FE0000392,AST000886,LOC0014,2024-01-19 12:21:23,Motor failure,Wear & Tear,Clear,0.87,WO0004077
FE0000393,AST000045,LOC0016,2024-06-23 14:06:37,Sensor fault,Water Ingress,Rain,12.3,WO0008079
FE0000394,AST001175,LOC0001,2025-04-18 04:55:10,Track circuit failure,Power Quality,Rain,4.55,WO0002965
FE0000395,AST000517,LOC0024,2025-12-07 22:21:24,Track circuit failure,Wear & Tear,Clear,2.56,WO0007441
FE0000396,AST000494,LOC0005,2023-08-10 23:43:21,Bond wire issue,Unknown,Rain,2.41,WO0003488
FE0000397,AST001053,LOC0016,2024-03-24 16:50:25,Control board fault,Water Ingress,Rain,8.15,WO0007902
FE0000398,AST000592,LOC0018,2025-10-29 16:43:58,Step chain issue,Wear & Tear,Clear,21.36,
FE0000399,AST000724,LOC0015,2025-11-18 10:51:52,Step chain issue,Wear & Tear,Snow,11.35,WO0007102
FE0000400,AST000861,LOC0021,2025-03-19 22:08:05,Door fault,Water Ingress,Rain,4.27,WO0004200
FE0000401,AST000364,LOC0004,2024-03-17 02:08:54,Overheating,Water Ingress,Rain,10.97,WO0006435
FE0000402,AST001181,LOC0022,2023-07-11 12:28:52,Brake issue,Wear & Tear,High Humidity,7.42,
FE0000403,AST000998,LOC0004,2025-07-30 09:49:06,Short circuit,Water Ingress,Clear,7.32,WO0005782
FE0000404,AST000973,LOC0006,2023-12-13 03:51:28,Vibration high,Debris,Clear,4.7,WO0000551
FE0000405,AST000109,LOC0013,2025-11-21 01:19:40,Insulation breakdown,Wear & Tear,Clear,4.0,WO0003648
FE0000406,AST000578,LOC0021,2025-11-19 19:49:45,Overheating,Design Limitation,Clear,7.79,WO0007007
FE0000407,AST000602,LOC0014,2024-11-13 14:03:57,Propulsion fault,Unknown,Heat Wave,18.97,
FE0000408,AST000083,LOC0009,2025-05-17 05:01:27,Door fault,Debris,Rain,4.86,WO0004276
FE0000409,AST000869,LOC0012,2023-05-25 16:03:06,Control board fault,Debris,Rain,6.27,WO0004681
FE0000410,AST000436,LOC0004,2023-05-17 08:58:54,Water intrusion,Water Ingress,High Humidity,5.19,WO0004544
FE0000411,AST000486,LOC0005,2024-08-20 22:15:07,HVAC failure,Wear & Tear,Rain,5.88,
FE0000412,AST000769,LOC0014,2023-03-07 12:52:31,Bond wire issue,Water Ingress,High Humidity,3.74,WO0002085
FE0000413,AST000755,LOC0006,2024-06-15 04:09:04,Obstruction,Vandalism,Snow,7.73,WO0001654
FE0000414,AST001021,LOC0017,2025-06-22 03:24:31,Step chain issue,Wear & Tear,Rain,21.14,WO0006109
FE0000415,AST001080,LOC0007,2025-08-24 06:00:02,Overheating,Water Ingress,Clear,17.02,WO0002752
FE0000416,AST000616,LOC0021,2023-09-16 21:18:29,Motor issue,Improper Adjustment,Rain,1.33,
FE0000417,AST000967,LOC0020,2023-01-29 08:16:10,Door fault,Wear & Tear,Clear,2.96,WO0004315
FE0000418,AST000764,LOC0004,2023-12-30 09:27:48,Door fault,Unknown,High Humidity,13.22,
FE0000419,AST000244,LOC0012,2025-11-23 22:18:46,HVAC failure,Wear & Tear,Heat Wave,3.92,
FE0000420,AST000020,LOC0014,2024-02-02 12:59:23,Motor issue,Wear & Tear,Clear,1.29,
FE0000421,AST000128,LOC0005,2025-05-26 14:39:15,Sensor fault,Power Quality,High Humidity,3.64,
FE0000422,AST000383,LOC0003,2023-11-06 01:11:42,Interlocking fault,Wear & Tear,Clear,5.17,WO0002178
FE0000423,AST000509,LOC0015,2025-04-27 10:14:34,Step chain issue,Water Ingress,Clear,9.59,WO0002726
FE0000424,AST000780,LOC0011,2023-01-02 03:38:22,Brake issue,Wear & Tear,Clear,14.77,WO0001889
FE0000425,AST000578,LOC0021,2025-03-14 00:22:12,Trip event,Wear & Tear,Clear,4.45,WO0006158
FE0000426,AST001114,LOC0007,2025-01-21 15:30:28,Motor issue,Wear & Tear,Clear,1.25,WO0002828
FE0000427,AST000177,LOC0004,2024-01-18 15:21:17,Motor failure,Design Limitation,High Humidity,6.86,
FE0000428,AST000107,LOC0011,2025-05-12 03:05:18,Bearing failure,Wear & Tear,Clear,12.3,
FE0000429,AST001132,LOC0022,2023-04-02 16:37:46,HVAC failure,Wear & Tear,High Humidity,12.49,
FE0000430,AST000214,LOC0020,2025-09-13 01:27:37,Control failure,Water Ingress,Rain,6.63,WO0007397
FE0000431,AST000939,LOC0003,2025-12-26 07:35:53,Alignment issue,Power Quality,Rain,5.9,WO0002043
FE0000432,AST000532,LOC0012,2024-06-08 13:02:37,Motor failure,Water Ingress,Clear,3.51,WO0001127
FE0000433,AST000295,LOC0012,2025-05-10 20:17:16,Bond wire issue,Water Ingress,Clear,12.22,
FE0000434,AST000278,LOC0012,2025-01-03 09:50:21,Door fault,Wear & Tear,Clear,3.13,WO0002525
FE0000435,AST001081,LOC0018,2024-02-19 09:19:57,Propulsion fault,Water Ingress,Clear,13.93,WO0002637
FE0000436,AST000691,LOC0025,2023-07-19 00:02:18,Water intrusion,Power Quality,Clear,1.8,WO0005185
FE0000437,AST000931,LOC0024,2025-02-15 21:27:25,Trip event,Wear & Tear,Rain,4.1,WO0007898
FE0000438,AST000667,LOC0015,2024-03-18 10:37:06,Power loss,Improper Adjustment,Rain,1.21,WO0008464
FE0000439,AST000100,LOC0022,2023-04-21 14:55:22,Bond wire issue,Water Ingress,Clear,7.1,WO0006083
FE0000440,AST000425,LOC0005,2025-03-09 03:21:01,Communication loss,Wear & Tear,Clear,3.76,WO0004178
FE0000441,AST000660,LOC0002,2024-06-25 10:55:14,Brake issue,Unknown,Clear,2.54,WO0005981
FE0000442,AST000614,LOC0007,2025-08-06 13:37:58,Control failure,Wear & Tear,High Humidity,15.25,WO0004180
FE0000443,AST000951,LOC0023,2024-11-01 01:46:21,Overheating,Water Ingress,Rain,8.05,WO0006599
FE0000444,AST000897,LOC0009,2024-09-06 21:32:44,Insulation fault,Debris,Clear,2.44,WO0000329
FE0000445,AST000782,LOC0005,2025-09-03 03:16:18,Water intrusion,Debris,Rain,10.16,WO0000723
FE0000446,AST001105,LOC0010,2023-05-03 08:54:06,Power loss,Improper Adjustment,High Humidity,4.3,
FE0000447,AST001179,LOC0004,2023-02-12 07:02:31,Propulsion fault,Wear & Tear,Clear,2.59,WO0005561
FE0000448,AST000061,LOC0017,2023-09-11 23:19:27,HVAC failure,Wear & Tear,Snow,6.97,WO0001949
FE0000449,AST001140,LOC0005,2023-03-05 04:05:46,HVAC failure,Design Limitation,Clear,0.73,
FE0000450,AST000449,LOC0019,2023-02-02 15:47:38,Insulation breakdown,Improper Adjustment,Clear,12.62,WO0002469
FE0000451,AST000930,LOC0023,2024-09-09 18:10:35,Door fault,Unknown,High Humidity,3.47,WO0005790
FE0000452,AST000792,LOC0019,2023-12-27 15:41:15,HVAC failure,Water Ingress,Heat Wave,8.13,WO0007149
FE0000453,AST000438,LOC0006,2025-04-11 18:53:07,Motor issue,Wear & Tear,Heat Wave,11.96,WO0006473
FE0000454,AST001010,LOC0015,2023-01-08 04:38:40,Handrail failure,Unknown,Clear,12.16,WO0002396
FE0000455,AST000107,LOC0011,2023-09-29 00:54:20,Power loss,Water Ingress,Clear,8.76,WO0006738
FE0000456,AST000282,LOC0001,2023-05-21 12:46:42,Water intrusion,Improper Adjustment,Clear,4.02,WO0006269
FE0000457,AST000949,LOC0012,2024-03-24 20:16:24,HVAC failure,Water Ingress,Heat Wave,2.78,
FE0000458,AST000637,LOC0021,2024-04-01 16:17:13,Door fault,Improper Adjustment,Clear,8.36,WO0003962
FE0000459,AST000123,LOC0019,2024-02-29 10:45:43,Motor issue,Wear & Tear,Clear,8.31,WO0005296
FE0000460,AST000774,LOC0013,2024-06-02 06:41:53,HVAC failure,Wear & Tear,Clear,18.66,
FE0000461,AST000496,LOC0014,2025-02-27 13:25:47,Interlocking fault,Wear & Tear,High Humidity,4.83,WO0003018
FE0000462,AST000083,LOC0009,2023-04-20 03:47:51,Propulsion fault,Design Limitation,Clear,11.47,WO0008384
FE0000463,AST000059,LOC0002,2024-05-31 05:24:02,Control board fault,Water Ingress,Clear,13.97,WO0003048
FE0000464,AST000130,LOC0010,2025-06-20 19:26:52,Insulation fault,Wear & Tear,Clear,1.88,WO0001910
FE0000465,AST000427,LOC0007,2023-04-29 07:05:48,Relay failure,Wear & Tear,Clear,1.03,WO0001290
FE0000466,AST000715,LOC0023,2025-12-12 13:05:37,HVAC failure,Wear & Tear,Clear,5.7,WO0004296
FE0000467,AST000839,LOC0007,2025-10-08 05:46:07,HVAC failure,Water Ingress,Clear,2.89,WO0004124
FE0000468,AST000789,LOC0018,2025-01-07 03:40:54,Hydraulic leak,Improper Adjustment,Clear,3.74,
FE0000469,AST000133,LOC0016,2025-05-06 06:53:55,Trip event,Wear & Tear,Rain,0.88,WO0004531
FE0000470,AST000968,LOC0014,2025-10-10 17:19:36,Control board fault,Vandalism,Heat Wave,7.51,WO0005307
