work_order_id,asset_id,location_id,work_order_type,priority,status,request_channel,created_at,completed_at,assigned_technician_id,planned_hours,labor_cost_usd,parts_cost_usd,total_cost_usd
WO0000179,AST000302,LOC0023,Corrective,P2,Closed,Web,2023-12-01 21:11:24,2023-12-09 21:11:24,TECH0006,1.44,96.88,426.13,523.01
WO0000180,AST000979,LOC0001,Emergency,P1,Closed,Mobile,2025-04-20 15:46:45,2025-04-28 15:46:45,TECH0045,0.59,37.04,78.06,115.1
WO0000181,AST000874,LOC0022,Preventive,P3,Closed,Mobile,2024-04-14 07:32:35,2024-04-24 07:32:35,TECH0065,5.59,408.87,70.34,479.21
WO0000182,AST000607,LOC0001,Preventive,P3,Backlog,Mobile,2025-11-28 20:55:42,,TECH0024,1.27,95.06,121.34,216.4
WO0000183,AST001173,LOC0025,Corrective,P3,Closed,Web,2023-02-10 00:19:44,2023-02-21 00:19:44,TECH0063,8.7,583.28,249.66,832.94
WO0000184,AST000603,LOC0005,Emergency,P2,Closed,Mobile,2023-02-02 13:38:24,2023-02-17 13:38:24,TECH0021,3.48,306.71,234.59,541.3
WO0000185,AST000249,LOC0016,Inspection,P3,Closed,Mobile,2024-08-18 20:37:01,2024-08-30 20:37:01,TECH0039,3.65,211.85,67.75,279.6
WO0000186,AST000144,LOC0015,Preventive,P2,Cancelled,Phone,2025-10-16 22:47:35,,TECH0015,1.99,120.13,189.12,309.25
WO0000187,AST000198,LOC0023,Corrective,P4,Closed,Mobile,2023-03-11 09:18:37,2023-03-30 09:18:37,TECH0059,8.33,506.84,128.23,635.07
WO0000188,AST001121,LOC0025,Inspection,P2,Closed,Web,2025-05-01 19:48:32,2025-05-03 19:48:32,TECH0008,4.87,371.53,31.23,402.76
WO0000189,AST000686,LOC0013,Inspection,P1,Backlog,Web,2025-10-24 18:34:12,,TECH0041,5.45,374.05,72.13,446.18
WO0000190,AST000468,LOC0017,Corrective,P3,Closed,Web,2024-06-16 13:55:43,2024-06-22 13:55:43,TECH0012,2.64,120.84,171.18,292.02
WO0000191,AST000336,LOC0008,Inspection,P2,Closed,Mobile,2025-08-07 07:01:16,2025-08-17 07:01:16,TECH0015,0.9,55.54,109.19,164.73
WO0000192,AST000685,LOC0019,Corrective,P3,In Progress,Auto Alert,2025-04-08 20:24:06,,TECH0026,7.72,455.52,621.43,1076.95
WO0000193,AST001085,LOC0004,Preventive,P2,Closed,Web,2023-08-23 12:51:02,2023-09-03 12:51:02,TECH0007,3.02,247.42,145.5,392.92
WO0000194,AST000088,LOC0018,Preventive,P2,Closed,Mobile,2025-07-24 07:49:44,2025-08-03 07:49:44,TECH0031,5.18,294.82,69.25,364.07
WO0000195,AST000860,LOC0015,Preventive,P2,Closed,Mobile,2025-02-04 19:24:32,2025-02-10 19:24:32,TECH0023,4.94,320.29,268.26,588.55
WO0000196,AST000239,LOC0016,Preventive,P2,Cancelled,Phone,2023-01-14 18:34:13,,TECH0027,4.68,230.52,80.11,310.63
WO0000197,AST000487,LOC0016,Corrective,P1,Cancelled,Mobile,2024-09-13 23:34:32,,TECH0012,20.29,1350.81,880.94,2231.75
WO0000198,AST001044,LOC0018,Inspection,P2,In Progress,Web,2024-12-17 13:00:23,,TECH0011,3.57,299.24,15.02,314.26
WO0000199,AST000846,LOC0006,Inspection,P2,Closed,Mobile,2025-05-27 11:40:50,2025-06-12 11:40:50,TECH0052,1.52,86.14,72.11,158.25
WO0000200,AST000524,LOC0021,Preventive,P4,Closed,Mobile,2025-04-24 13:13:10,2025-04-27 13:13:10,TECH0020,5.32,395.37,138.37,533.74
WO0000201,AST001072,LOC0001,Preventive,P3,Backlog,Web,2024-06-04 20:08:14,,TECH0040,6.48,407.86,62.17,470.03
WO0000202,AST000462,LOC0010,Corrective,P2,In Progress,Phone,2023-11-24 09:24:46,,TECH0032,3.77,244.31,380.59,624.9
WO0000203,AST000399,LOC0023,Corrective,P1,Closed,Mobile,2023-07-29 23:46:02,2023-08-12 23:46:02,TECH0022,4.26,303.33,525.46,828.79
WO0000204,AST000316,LOC0010,Preventive,P1,Cancelled,Phone,2023-04-08 11:02:39,,TECH0006,8.62,452.0,151.64,603.64
WO0000205,AST000991,LOC0017,Inspection,P2,Backlog,Mobile,2024-12-01 15:05:04,,TECH0037,1.2,68.8,41.83,110.63
WO0000206,AST001152,LOC0020,Preventive,P3,Closed,Mobile,2025-11-16 22:45:37,2025-12-01 22:45:37,TECH0004,5.44,304.32,78.35,382.67
WO0000207,AST000388,LOC0003,Preventive,P2,In Progress,Auto Alert,2023-03-29 21:46:01,,TECH0019,13.21,1082.02,39.07,1121.09
WO0000208,AST000811,LOC0017,Inspection,P4,Backlog,Web,2025-02-08 11:13:07,,TECH0056,3.95,298.4,160.11,458.51
WO0000209,AST000732,LOC0003,Corrective,P3,Closed,Phone,2024-10-02 02:58:20,2024-10-19 02:58:20,TECH0010,15.71,1176.33,111.88,1288.21
WO0000210,AST000593,LOC0005,Corrective,P1,Backlog,Mobile,2023-07-08 05:12:15,,TECH0014,9.54,716.49,62.69,779.18
WO0000211,AST000553,LOC0004,Corrective,P2,Closed,Web,2023-08-21 21:52:56,2023-09-01 21:52:56,TECH0059,7.14,521.85,158.72,680.57
WO0000212,AST001146,LOC0013,Emergency,P1,Closed,Web,2023-11-08 11:23:30,2023-11-12 11:23:30,TECH0022,15.1,736.43,66.54,802.97
WO0000213,AST001050,LOC0020,Preventive,P1,Backlog,Phone,2025-01-20 00:07:46,,TECH0035,9.34,551.4,260.85,812.25
WO0000214,AST000691,LOC0025,Corrective,P3,Backlog,Phone,2023-11-24 00:55:45,,TECH0008,7.68,482.52,226.33,708.85
WO0000215,AST000664,LOC0001,Preventive,P1,Closed,Mobile,2025-06-25 16:58:27,2025-07-04 16:58:27,TECH0033,3.2,212.23,108.7,320.93
WO0000216,AST001117,LOC0003,Corrective,P1,Backlog,Web,2024-02-09 21:09:55,,TECH0013,8.91,488.53,41.97,530.5
WO0000217,AST000298,LOC0015,Corrective,P1,In Progress,Phone,2023-04-30 22:18:35,,TECH0029,19.84,1014.72,21.81,1036.53
WO0000218,AST000192,LOC0017,Corrective,P3,Backlog,Phone,2023-04-15 13:05:10,,TECH0059,2.24,122.0,271.91,393.91
WO0000219,AST000921,LOC0015,Preventive,P1,Closed,Mobile,2024-03-14 07:03:27,2024-03-28 07:03:27,TECH0038,7.54,432.91,144.9,577.81
WO0000220,AST000493,LOC0004,Inspection,P4,Cancelled,Phone,2024-03-22 15:36:10,,TECH0065,3.45,211.56,83.04,294.6
WO0000221,AST000061,LOC0017,Preventive,P2,In Progress,Phone,2025-03-14 04:56:50,,TECH0068,6.91,478.59,56.79,535.38
WO0000222,AST000657,LOC0001,Inspection,P2,In Progress,Mobile,2024-06-08 00:54:28,,TECH0029,0.87,55.21,16.52,71.73
WO0000223,AST001148,LOC0002,Preventive,P3,Closed,Web,2023-06-29 06:06:59,2023-07-01 06:06:59,TECH0019,1.59,122.72,211.51,334.23
WO0000224,AST000215,LOC0016,Inspection,P3,Closed,Mobile,2023-08-22 13:05:10,2023-08-27 13:05:10,TECH0015,6.59,469.27,40.53,509.8
WO0000225,AST001094,LOC0001,Corrective,P2,Closed,Mobile,2024-09-12 08:14:31,2024-09-29 08:14:31,TECH0044,14.34,887.48,56.14,943.62
WO0000226,AST000762,LOC0008,Corrective,P3,Closed,Mobile,2024-01-01 21:55:30,2024-01-10 21:55:30,TECH0049,5.76,400.27,270.96,671.23
WO0000227,AST001180,LOC0025,Corrective,P2,Backlog,Phone,2025-01-05 15:55:42,,TECH0055,8.59,549.47,152.21,701.68
WO0000228,AST000885,LOC0008,Inspection,P2,Closed,Web,2025-10-07 16:51:23,2025-10-13 16:51:23,TECH0015,1.6,94.57,82.86,177.43
WO0000229,AST001152,LOC0020,Corrective,P1,Closed,Phone,2024-01-24 11:58:33,2024-02-10 11:58:33,TECH0047,2.69,176.43,446.39,622.82
WO0000230,AST000287,LOC0002,Corrective,P3,Closed,Auto Alert,2024-08-27 07:18:43,2024-09-09 07:18:43,TECH0048,0.95,65.69,84.86,150.55
WO0000231,AST000550,LOC0001,Corrective,P3,In Progress,Auto Alert,2025-06-30 00:29:38,,TECH0035,1.65,123.81,449.34,573.15
WO0000232,AST000472,LOC0021,Corrective,P3,Closed,Phone,2023-08-19 08:03:04,2023-08-24 08:03:04,TECH0049,7.15,622.43,202.15,824.58
WO0000233,AST000746,LOC0023,Corrective,P4,Backlog,Mobile,2024-07-13 04:05:49,,TECH0035,4.1,318.7,100.5,419.2
WO0000234,AST001114,LOC0007,Inspection,P3,Closed,Phone,2023-12-01 05:50:56,2023-12-01 05:50:56,TECH0056,3.39,186.53,65.18,251.71
WO0000235,AST000728,LOC0011,Corrective,P4,Closed,Web,2024-11-17 13:25:27,2024-11-20 13:25:27,TECH0022,4.91,240.81,259.58,500.39
WO0000236,AST000707,LOC0016,Corrective,P2,Closed,Mobile,2025-03-24 16:10:59,2025-04-03 16:10:59,TECH0018,2.55,198.74,265.15,463.89
WO0000237,AST000935,LOC0002,Corrective,P3,Closed,Phone,2023-06-04 06:08:13,2023-06-21 06:08:13,TECH0044,7.48,476.91,588.94,1065.85
WO0000238,AST000836,LOC0006,Emergency,P3,In Progress,Phone,2023-07-25 06:36:30,,TECH0023,19.19,1112.22,93.46,1205.68
WO0000239,AST000167,LOC0017,Preventive,P2,In Progress,Phone,2023-01-26 08:38:57,,TECH0036,1.88,152.87,175.49,328.36
WO0000240,AST000955,LOC0018,Preventive,P2,Closed,Web,2023-01-14 04:50:07,2023-01-30 04:50:07,TECH0018,4.73,298.56,68.58,367.14
WO0000241,AST000682,LOC0020,Preventive,P3,In Progress,Phone,2023-02-25 13:40:20,,TECH0018,6.79,433.84,212.25,646.09
WO0000242,AST000265,LOC0019,Corrective,P1,Backlog,Mobile,2025-02-12 22:59:11,,TECH0045,19.07,1117.73,576.95,1694.68
WO0000243,AST000243,LOC0021,Corrective,P2,In Progress,Phone,2025-09-16 19:01:17,,TECH0020,9.74,434.99,160.89,595.88
WO0000244,AST000863,LOC0010,Corrective,P3,In Progress,Mobile,2024-03-24 15:01:58,,TECH0069,2.44,136.09,243.62,379.71
WO0000245,AST000952,LOC0016,Preventive,P3,Closed,Mobile,2025-08-24 11:50:30,2025-08-24 11:50:30,TECH0058,0.6,35.18,394.53,429.71
WO0000246,AST001064,LOC0022,Inspection,P1,Closed,Mobile,2025-03-10 00:11:07,2025-03-21 00:11:07,TECH0030,3.8,184.68,38.25,222.93
WO0000247,AST000319,LOC0001,Corrective,P1,Closed,Auto Alert,2025-06-03 07:30:10,2025-06-11 07:30:10,TECH0017,7.89,519.13,512.39,1031.52
WO0000248,AST001144,LOC0002,Corrective,P4,Closed,Mobile,2025-03-21 04:27:02,2025-04-05 04:27:02,TECH0024,9.55,646.23,350.97,997.2
WO0000249,AST000294,LOC0011,Preventive,P4,Closed,Web,2023-08-07 13:48:20,2023-08-19 13:48:20,TECH0032,2.34,173.39,259.1,432.49
WO0000250,AST000119,LOC0004,Preventive,P3,Closed,Phone,2024-07-27 01:59:23,2024-08-02 01:59:23,TECH0041,1.52,87.3,69.94,157.24
WO0000251,AST000261,LOC0004,Preventive,P2,Closed,Web,2024-07-29 09:03:12,2024-08-16 09:03:12,TECH0026,2.58,119.39,83.01,202.4
WO0000252,AST000251,LOC0020,Preventive,P2,Closed,Mobile,2024-12-03 13:27:06,2024-12-05 13:27:06,TECH0025,7.03,433.92,175.02,608.94
WO0000253,AST000069,LOC0023,Corrective,P2,Backlog,Mobile,2025-05-21 17:57:26,,TECH0035,6.85,359.56,261.95,621.51
WO0000254,AST000008,LOC0016,Preventive,P3,Closed,Mobile,2023-05-04 08:18:35,2023-05-07 08:18:35,TECH0008,3.63,234.99,179.8,414.79
WO0000255,AST000023,LOC0021,Preventive,P3,Closed,Mobile,2025-01-08 18:18:21,2025-01-19 18:18:21,TECH0003,8.83,650.56,48.58,699.14
WO0000256,AST000476,LOC0013,Preventive,P3,Closed,Auto Alert,2025-07-01 04:08:36,2025-07-20 04:08:36,TECH0035,0.5,29.85,87.56,117.41
WO0000257,AST000093,LOC0005,Preventive,P2,Closed,Web,2023-05-07 11:53:49,2023-05-10 11:53:49,TECH0051,9.29,597.18,71.08,668.26
WO0000258,AST000362,LOC0003,Preventive,P4,Closed,Mobile,2024-03-30 09:11:24,2024-04-14 09:11:24,TECH0042,0.5,22.25,81.25,103.5
WO0000259,AST000558,LOC0023,Preventive,P2,Closed,Web,2025-09-07 14:49:21,2025-09-22 14:49:21,TECH0006,8.95,546.93,226.02,772.95
WO0000260,AST000706,LOC0013,Preventive,P2,Closed,Web,2023-01-27 16:33:44,2023-02-01 16:33:44,TECH0031,5.6,453.85,191.45,645.3
WO0000261,AST000208,LOC0013,Corrective,P3,Closed,Auto Alert,2023-06-25 22:43:59,2023-06-28 22:43:59,TECH0039,6.12,431.95,162.31,594.26
WO0000262,AST000294,LOC0011,Emergency,P3,In Progress,Web,2025-05-30 06:58:56,,TECH0054,9.04,516.97,139.71,656.68
WO0000263,AST000958,LOC0022,Corrective,P4,Closed,Phone,2023-07-08 02:47:26,2023-07-23 02:47:26,TECH0048,8.2,440.96,414.91,855.87
WO0000264,AST000841,LOC0014,Preventive,P3,Cancelled,Auto Alert,2025-02-07 16:08:03,,TECH0048,1.47,95.18,18.19,113.37
WO0000265,AST000489,LOC0007,Emergency,P4,Closed,Web,2025-09-13 14:30:24,2025-09-28 14:30:24,TECH0001,10.13,710.0,1213.65,1923.65
WO0000266,AST001152,LOC0020,Emergency,P2,Closed,Web,2024-06-29 22:26:29,2024-07-08 22:26:29,TECH0033,18.26,1046.76,84.79,1131.55
WO0000267,AST000614,LOC0007,Corrective,P2,Closed,Phone,2024-06-14 15:43:59,2024-06-21 15:43:59,TECH0065,6.26,394.76,255.5,650.26
WO0000268,AST000122,LOC0008,Preventive,P2,Backlog,Phone,2024-04-14 11:32:14,,TECH0067,2.92,133.42,459.96,593.38
WO0000269,AST000129,LOC0020,Corrective,P1,Closed,Web,2024-02-13 07:35:49,2024-02-23 07:35:49,TECH0055,1.68,122.85,341.42,464.27
WO0000270,AST000258,LOC0013,Emergency,P4,Closed,Phone,2024-02-21 03:47:18,2024-03-06 03:47:18,TECH0042,33.47,1888.95,381.54,2270.49
WO0000271,AST000361,LOC0017,Inspection,P1,Closed,Phone,2024-08-29 06:05:57,2024-09-01 06:05:57,TECH0058,5.41,385.94,15.72,401.66
WO0000272,AST000234,LOC0023,Corrective,P2,Backlog,Mobile,2025-09-07 14:56:34,,TECH0026,1.03,70.54,628.28,698.82
WO0000273,AST000895,LOC0023,Corrective,P2,Closed,Web,2025-12-10 15:07:18,2025-12-21 15:07:18,TECH0032,2.79,194.24,106.54,300.78
WO0000274,AST001175,LOC0001,Emergency,P3,Closed,Auto Alert,2025-08-06 03:05:54,2025-08-11 03:05:54,TECH0027,5.12,319.55,638.34,957.89
WO0000275,AST000625,LOC0001,Preventive,P4,Closed,Mobile,2023-05-11 23:53:18,2023-05-28 23:53:18,TECH0008,6.19,504.19,44.1,548.29
WO0000276,AST000698,LOC0023,Preventive,P4,In Progress,Web,2023-12-02 21:54:36,,TECH0002,1.35,78.96,163.59,242.55
WO0000277,AST001072,LOC0001,Inspection,P2,Closed,Mobile,2025-04-08 20:36:56,2025-04-16 20:36:56,TECH0024,2.21,180.35,9.0,189.35
WO0000278,AST000375,LOC0016,Preventive,P3,Closed,Phone,2024-08-20 08:30:39,2024-08-25 08:30:39,TECH0048,6.86,463.31,94.43,557.74
WO0000279,AST000697,LOC0013,Corrective,P2,Closed,Mobile,2024-01-02 02:05:01,2024-01-20 02:05:01,TECH0051,5.04,333.83,160.63,494.46
WO0000280,AST000457,LOC0018,Preventive,P4,Closed,Auto Alert,2023-12-07 18:04:43,2023-12-21 18:04:43,TECH0053,3.49,218.8,125.39,344.19
WO0000281,AST001124,LOC0001,Preventive,P1,Closed,Web,2023-05-09 04:03:17,2023-05-20 04:03:17,TECH0040,1.77,117.04,72.43,189.47
WO0000282,AST000976,LOC0003,Preventive,P4,Backlog,Web,2023-12-30 23:57:19,,TECH0016,1.08,70.31,153.47,223.78
WO0000283,AST000739,LOC0006,Corrective,P4,Closed,Mobile,2024-04-07 00:24:30,2024-04-09 00:24:30,TECH0060,1.68,138.48,21.25,159.73
WO0000284,AST000903,LOC0017,Corrective,P3,Closed,Web,2024-03-31 10:31:40,2024-04-16 10:31:40,TECH0054,5.38,284.37,137.32,421.69
WO0000285,AST000969,LOC0025,Corrective,P3,Closed,Mobile,2024-08-23 21:13:32,2024-08-23 21:13:32,TECH0015,5.95,375.19,96.95,472.14
WO0000286,AST000503,LOC0015,Preventive,P2,Closed,Auto Alert,2023-10-26 22:12:25,2023-11-03 22:12:25,TECH0048,5.59,310.45,110.18,420.63
WO0000287,AST000653,LOC0009,Emergency,P2,In Progress,Phone,2023-08-14 12:40:18,,TECH0017,21.14,1252.48,686.9,1939.38
WO0000288,AST000342,LOC0016,Corrective,P2,In Progress,Mobile,2025-08-29 19:58:12,,TECH0004,3.99,260.05,48.45,308.5
WO0000289,AST000196,LOC0008,Emergency,P2,In Progress,Auto Alert,2024-03-19 18:28:52,,TECH0004,2.12,169.7,329.09,498.79
WO0000290,AST001150,LOC0017,Preventive,P3,Cancelled,Auto Alert,2023-10-06 22:51:04,,TECH0019,7.0,488.79,49.36,538.15
WO0000291,AST000176,LOC0005,Preventive,P3,Closed,Mobile,2024-11-27 01:33:57,2024-12-01 01:33:57,TECH0016,4.84,268.3,171.31,439.61
WO0000292,AST001004,LOC0005,Inspection,P4,In Progress,Mobile,2024-08-16 20:06:04,,TECH0070,4.0,248.26,78.89,327.15
WO0000293,AST000691,LOC0025,Inspection,P4,Backlog,Web,2024-09-23 05:03:14,,TECH0067,2.9,221.92,107.52,329.44
WO0000294,AST000008,LOC0016,Preventive,P2,Closed,Web,2023-08-31 13:25:50,2023-09-04 13:25:50,TECH0001,3.16,186.93,188.43,375.36
WO0000295,AST000942,LOC0014,Corrective,P2,In Progress,Web,2025-03-02 20:39:37,,TECH0070,4.35,288.63,134.52,423.15
WO0000296,AST000612,LOC0020,Corrective,P2,Closed,Web,2023-07-30 13:28:32,2023-08-05 13:28:32,TECH0065,3.6,248.72,32.16,280.88
WO0000297,AST000220,LOC0007,Preventive,P1,Closed,Mobile,2025-07-04 20:42:40,2025-07-15 20:42:40,TECH0067,15.67,984.18,219.39,1203.57
WO0000298,AST000052,LOC0009,Corrective,P3,Closed,Web,2024-04-09 08:02:28,2024-04-12 08:02:28,TECH0058,21.76,1215.76,627.33,1843.09
WO0000299,AST000897,LOC0009,Preventive,P3,Closed,Phone,2024-03-24 00:12:28,2024-04-08 00:12:28,TECH0009,6.12,413.19,50.37,463.56
WO0000300,AST000658,LOC0022,Preventive,P3,In Progress,Mobile,2024-03-01 09:32:00,,TECH0051,3.36,295.85,178.35,474.2
WO0000301,AST000554,LOC0016,Inspection,P3,Closed,Web,2024-04-08 03:34:47,2024-04-25 03:34:47,TECH0053,1.75,105.59,18.55,124.14
WO0000302,AST001132,LOC0022,Corrective,P4,Closed,Mobile,2024-12-29 12:33:19,2025-01-10 12:33:19,TECH0039,5.99,357.27,238.24,595.51
WO0000303,AST001123,LOC0006,Inspection,P3,Closed,Web,2024-06-27 21:04:09,2024-07-12 21:04:09,TECH0008,0.84,60.83,178.91,239.74
WO0000304,AST000024,LOC0012,Corrective,P4,Closed,Mobile,2023-05-19 20:37:08,2023-06-04 20:37:08,TECH0018,6.57,583.64,296.94,880.58
WO0000305,AST000326,LOC0014,Emergency,P4,Closed,Auto Alert,2024-09-12 03:46:00,2024-09-13 03:46:00,TECH0037,3.55,200.57,108.02,308.59
WO0000306,AST000368,LOC0013,Corrective,P3,Backlog,Auto Alert,2023-10-20 08:55:50,,TECH0012,0.5,26.59,89.17,115.76
WO0000307,AST000495,LOC0012,Corrective,P1,Cancelled,Mobile,2023-04-29 14:43:11,,TECH0069,25.3,1845.96,375.68,2221.64
WO0000308,AST000604,LOC0009,Preventive,P4,Closed,Web,2025-07-08 17:23:13,2025-07-15 17:23:13,TECH0005,5.7,417.2,99.7,516.9
WO0000309,AST000866,LOC0008,Corrective,P2,Cancelled,Mobile,2023-12-09 08:03:25,,TECH0038,1.64,90.59,258.64,349.23
WO0000310,AST000308,LOC0006,Corrective,P2,Cancelled,Mobile,2024-10-13 13:44:30,,TECH0040,13.16,816.28,89.69,905.97
WO0000311,AST000388,LOC0003,Corrective,P3,Closed,Mobile,2023-07-08 05:18:58,2023-07-27 05:18:58,TECH0033,3.0,160.25,185.27,345.52
WO0000312,AST000146,LOC0004,Preventive,P2,Backlog,Auto Alert,2024-01-07 12:57:16,,TECH0062,9.43,578.36,313.88,892.24
WO0000313,AST000026,LOC0003,Preventive,P1,In Progress,Web,2024-02-27 12:12:38,,TECH0009,6.19,384.49,209.83,594.32
WO0000314,AST000326,LOC0014,Inspection,P2,Backlog,Phone,2023-05-27 14:49:35,,TECH0011,3.67,273.47,73.91,347.38
WO0000315,AST000762,LOC0008,Inspection,P4,Closed,Mobile,2025-12-01 19:44:42,2025-12-15 19:44:42,TECH0005,2.6,200.83,86.71,287.54
WO0000316,AST000465,LOC0012,Preventive,P3,In Progress,Phone,2023-12-08 04:52:14,,TECH0017,3.9,249.76,290.33,540.09
WO0000317,AST000283,LOC0003,Corrective,P4,Closed,Web,2024-09-30 02:10:10,2024-10-03 02:10:10,TECH0003,1.81,144.84,319.27,464.11
WO0000318,AST000374,LOC0014,Corrective,P4,In Progress,Web,2024-09-11 05:50:41,,TECH0011,12.67,945.1,330.59,1275.69
WO0000319,AST001158,LOC0017,Inspection,P2,Closed,Phone,2024-04-15 04:08:46,2024-04-26 04:08:46,TECH0044,5.48,283.88,11.47,295.35
WO0000320,AST001193,LOC0017,Corrective,P3,In Progress,Mobile,2024-10-03 05:46:55,,TECH0044,1.78,135.86,374.45,510.31
WO0000321,AST000706,LOC0013,Corrective,P3,Backlog,Web,2024-09-11 16:49:17,,TECH0052,3.39,247.77,143.36,391.13
WO0000322,AST001154,LOC0022,Preventive,P2,Closed,Phone,2023-03-29 16:08:34,2023-04-01 16:08:34,TECH0054,13.94,1174.01,144.19,1318.2
WO0000323,AST001166,LOC0017,Preventive,P4,Closed,Mobile,2025-01-02 15:19:54,2025-01-19 15:19:54,TECH0054,0.77,52.1,88.23,140.33
WO0000324,AST000760,LOC0023,Inspection,P4,Closed,Phone,2023-05-06 01:24:29,2023-05-13 01:24:29,TECH0059,3.56,294.52,54.46,348.98
WO0000325,AST000948,LOC0025,Corrective,P1,Closed,Auto Alert,2024-04-21 06:34:37,2024-05-05 06:34:37,TECH0054,3.38,161.13,466.51,627.64
WO0000326,AST000066,LOC0010,Preventive,P4,Cancelled,Mobile,2024-02-04 08:38:43,,TECH0017,1.71,103.57,262.79,366.36
WO0000327,AST000233,LOC0015,Preventive,P1,In Progress,Mobile,2024-05-05 05:48:49,,TECH0070,6.22,281.07,66.82,347.89
WO0000328,AST000095,LOC0013,Corrective,P4,In Progress,Auto Alert,2023-03-20 17:37:01,,TECH0050,6.11,378.33,98.3,476.63
WO0000329,AST000897,LOC0009,Corrective,P3,Backlog,Mobile,2025-02-07 00:49:18,,TECH0009,6.11,407.3,145.78,553.08
WO0000330,AST000840,LOC0010,Preventive,P2,Closed,Phone,2024-04-03 07:54:46,2024-04-15 07:54:46,TECH0032,1.66,107.48,146.96,254.44
WO0000331,AST000575,LOC0020,Inspection,P4,Closed,Phone,2023-03-08 15:28:07,2023-03-09 15:28:07,TECH0064,6.77,503.08,27.87,530.95
WO0000332,AST000802,LOC0023,Inspection,P3,Closed,Phone,2023-01-04 20:50:56,2023-01-08 20:50:56,TECH0070,4.94,443.53,34.57,478.1
WO0000333,AST001073,LOC0011,Preventive,P1,Closed,Web,2024-08-14 09:19:02,2024-08-25 09:19:02,TECH0068,14.7,902.74,103.47,1006.21
WO0000334,AST000216,LOC0013,Inspection,P3,Backlog,Mobile,2024-12-30 13:14:02,,TECH0050,2.8,217.62,39.31,256.93
WO0000335,AST000864,LOC0006,Preventive,P3,Backlog,Mobile,2024-08-22 07:46:29,,TECH0041,6.91,498.27,167.94,666.21
WO0000336,AST001061,LOC0001,Corrective,P3,Closed,Phone,2025-02-27 21:22:31,2025-03-15 21:22:31,TECH0008,12.73,874.9,249.19,1124.09
WO0000337,AST000893,LOC0016,Preventive,P3,Closed,Web,2025-04-08 15:26:57,2025-04-08 15:26:57,TECH0041,5.19,381.8,110.56,492.36
WO0000338,AST000864,LOC0006,Preventive,P1,Closed,Mobile,2025-08-12 19:16:19,2025-08-26 19:16:19,TECH0022,8.12,500.12,95.89,596.01
WO0000339,AST000872,LOC0008,Preventive,P2,In Progress,Mobile,2025-12-11 23:54:14,,TECH0020,7.03,531.24,32.09,563.33
WO0000340,AST000243,LOC0021,Preventive,P3,In Progress,Phone,2025-08-26 20:23:32,,TECH0048,5.83,294.85,55.7,350.55
WO0000341,AST000261,LOC0004,Inspection,P2,Closed,Auto Alert,2025-05-21 08:26:08,2025-06-01 08:26:08,TECH0017,4.76,316.96,17.85,334.81
WO0000342,AST001087,LOC0012,Corrective,P3,In Progress,Auto Alert,2024-04-16 21:57:14,,TECH0049,10.38,642.98,310.53,953.51
WO0000343,AST000304,LOC0002,Emergency,P4,In Progress,Phone,2024-07-05 15:33:53,,TECH0031,5.88,528.55,335.14,863.69
WO0000344,AST000884,LOC0013,Corrective,P4,Closed,Mobile,2024-11-05 13:41:27,2024-11-18 13:41:27,TECH0028,11.82,641.09,26.45,667.54
WO0000345,AST000541,LOC0013,Corrective,P3,Closed,Phone,2023-07-05 13:13:46,2023-07-10 13:13:46,TECH0021,0.62,43.36,513.87,557.23
WO0000346,AST001090,LOC0002,Preventive,P3,Closed,Web,2025-01-12 00:41:17,2025-01-17 00:41:17,TECH0021,6.81,528.79,62.43,591.22
WO0000347,AST000343,LOC0014,Corrective,P4,Backlog,Web,2024-10-06 03:29:53,,TECH0056,11.36,674.78,18.15,692.93
WO0000348,AST001070,LOC0002,Corrective,P4,Backlog,Mobile,2024-07-23 14:43:41,,TECH0018,2.68,175.24,285.84,461.08
WO0000349,AST001063,LOC0011,Emergency,P1,Closed,Mobile,2025-07-02 13:22:29,2025-07-07 13:22:29,TECH0045,9.54,571.77,73.22,644.99
WO0000350,AST000005,LOC0011,Emergency,P3,Closed,Mobile,2025-01-22 10:43:16,2025-02-05 10:43:16,TECH0023,21.79,1322.0,165.62,1487.62
WO0000351,AST000770,LOC0006,Preventive,P2,Backlog,Mobile,2025-10-17 23:50:29,,TECH0048,8.12,664.99,65.53,730.52
WO0000352,AST000646,LOC0022,Corrective,P1,Closed,Web,2025-12-05 06:42:48,2025-12-08 06:42:48,TECH0007,15.65,722.18,265.69,987.87
WO0000353,AST000563,LOC0025,Corrective,P2,Closed,Auto Alert,2025-06-22 17:09:24,2025-07-06 17:09:24,TECH0065,5.8,393.13,460.07,853.2
WO0000354,AST000122,LOC0008,Corrective,P3,Closed,Auto Alert,2023-11-23 05:01:09,2023-12-02 05:01:09,TECH0026,4.52,199.63,164.76,364.39
WO0000355,AST000796,LOC0007,Preventive,P3,Closed,Auto Alert,2023-07-26 22:05:41,2023-07-28 22:05:41,TECH0013,3.53,263.17,69.0,332.17
WO0000356,AST000409,LOC0020,Corrective,P4,Backlog,Web,2023-11-24 17:53:25,,TECH0012,3.54,216.6,73.52,290.12
WO0000357,AST000641,LOC0009,Inspection,P2,Closed,Web,2025-02-19 06:29:37,2025-03-09 06:29:37,TECH0053,3.21,153.35,87.2,240.55
